"Filled Jobs  by Sector by Sex and Status in Employment (Qrtly-Mar/Jun/Sep/Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Public Sector","","","","","","","","","Private Sector","","","","","","","","","Total All Sectors","","","","","","","",""
" ","Male","","","Female","","","Total Both Sexes","","","Male","","","Female","","","Total Both Sexes","","","Male","","","Female","","","Total Both Sexes","",""
" ","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment","Part-Time Paid Employee","Full-Time Paid Employee","Total Status in Employment"
"2013Q2",19300,117100,136400,73500,146500,219900,92700,263600,356400,118600,578700,697400,283700,356300,640000,402300,935000,1337300,137900,695800,833800,357100,502800,859900,495100,1198600,1693700
"2013Q3",20200,119400,139600,75800,154800,230600,96000,274200,370200,112300,577100,689400,278100,358500,636600,390400,935600,1326100,132500,696500,829000,353900,513400,867200,486400,1209900,1696200
"2013Q4",20600,119100,139700,76700,155500,232300,97300,274600,371900,115500,579700,695200,282600,358000,640600,398100,937700,1335800,136000,698800,834900,359300,513500,872800,495400,1212300,1707700
"2014Q1",17900,118000,135900,66200,154100,220300,84100,272100,356200,118300,592100,710400,279900,364200,644100,398200,956300,1354500,136300,710100,846300,346100,518300,864400,482300,1228400,1710700
"2014Q2",20300,118700,139000,74700,154300,229000,95000,272900,368000,114500,606900,721400,279700,381500,661100,394200,988400,1382600,134900,725600,860400,354400,535700,890100,489200,1261300,1750500
"2014Q3",23200,118800,142000,82400,158800,241300,105600,277700,383300,116000,588700,704700,277000,373500,650500,393000,962100,1355100,139100,707500,846600,359400,532300,891700,498600,1239800,1738400
"2014Q4",20000,119800,139800,75000,160100,235000,94900,279900,374800,118000,596400,714400,280800,372900,653800,398900,969400,1368200,138000,716300,854300,355800,533000,888800,493800,1249300,1743100
"2015Q1",17200,117500,134700,68300,159800,228100,85600,277200,362800,114400,613400,727800,273200,385000,658200,387600,998400,1386000,131600,730900,862500,341500,544700,886300,473200,1275600,1748800
"2015Q2",18600,116400,135000,74600,157300,232000,93300,273700,367000,115000,609800,724900,281800,388200,670000,396800,998100,1394900,133700,726200,859800,356400,545500,902000,490100,1271700,1761800
"2015Q3",19600,116400,136000,76900,159800,236700,96500,276200,372700,117200,605800,723000,282200,384000,666300,399400,989800,1389200,136800,722200,859000,359100,543900,903000,495900,1266100,1762000
"2015Q4",19000,116700,135700,74900,161400,236300,93900,278100,372000,122400,612000,734400,289300,386000,675300,411700,998000,1409700,141400,728700,870100,364200,547300,911600,505700,1276000,1781700
"2016Q1",17100,116200,133300,67200,160600,227800,84300,276800,361100,126100,631900,758000,290600,397300,687800,416700,1029100,1445800,143100,748100,891200,357800,557900,915700,501000,1306000,1806900
"2016Q2",19100,117200,136300,74200,157600,231800,93300,274800,368200,126000,638300,764300,289500,407200,696700,415500,1045500,1461000,145100,755500,900600,363700,564800,928600,508800,1320300,1829200
"2016Q3",19900,116800,136700,76600,163000,239600,96400,279800,376300,130300,620300,750600,290800,398500,689300,421100,1018800,1439900,150200,737100,887300,367300,561600,928900,517500,1298600,1816100
"2016Q4",19800,119100,138900,76000,165400,241400,95800,284500,380300,127900,627300,755100,310300,403600,714000,438200,1030900,1469100,147600,746400,894000,386400,569000,955400,534000,1315400,1849400
"2017Q1",17200,121000,138200,68000,167200,235200,85300,288200,373500,132200,646500,778700,300000,409300,709200,432200,1055800,1488000,149400,767500,917000,368000,576500,944400,517400,1344000,1861400
"2017Q2",20500,116900,137400,77100,159200,236300,97600,276100,373700,139600,650200,789800,310000,421400,731400,449600,1071600,1521200,160100,767100,927200,387200,580600,967800,547200,1347700,1894900
"2017Q3",21300,118500,139800,78700,164100,242700,100000,282600,382600,130100,645100,775200,293700,422400,716000,423800,1067500,1491200,151400,763600,915000,372300,586400,958800,523800,1350000,1873800
"2017Q4",21000,120300,141300,78100,168200,246400,99100,288600,387700,128000,659200,787200,310400,424300,734700,438400,1083500,1521900,149000,779500,928500,388500,592600,981100,537500,1372000,1909600
"2018Q1",17800,121700,139600,68700,168900,237700,86600,290700,377200,125700,675800,801600,300900,439000,739900,426700,1114800,1541500,143600,797600,941100,369700,607900,977600,513300,1405400,1918700
"2018Q2",20300,120100,140400,77300,166500,243800,97600,286600,384200,134000,676500,810500,311700,439500,751100,445600,1116000,1561600,154200,796600,950800,389000,605900,994900,543200,1402500,1945800
"2018Q3",22000,117600,139700,80100,172500,252500,102100,290100,392200,126100,673400,799500,292800,442600,735400,418900,1115900,1534800,148100,791000,939100,372900,615000,987900,521000,1406100,1927000
"2018Q4",20600,121300,141900,79000,174200,253200,99600,295500,395000,122800,676200,799000,305500,450600,756100,428300,1126800,1555100,143400,797400,940800,384500,624800,1009300,527900,1422200,1950100
"2019Q1",17700,120800,138500,70400,174200,244600,88100,294900,383100,121000,692000,813100,291600,464200,755800,412600,1156200,1568800,138800,812800,951600,362000,638300,1000300,500800,1451200,1951900
"2019Q2",20600,123300,143900,80000,175000,255000,100600,298300,398900,127300,687500,814800,304800,467600,772400,432100,1155100,1587200,147900,810800,958700,384800,642700,1027400,532700,1453400,1986100
"2019Q3",22100,125200,147300,81400,180100,261500,103500,305200,408800,121100,681700,802900,298300,466700,765000,419400,1148400,1567800,143200,806900,950100,379700,646800,1026500,522900,1453700,1976600
"2019Q4",22000,127600,149700,82300,182900,265300,104400,310600,414900,125900,690600,816500,309800,466900,776700,435800,1157500,1593300,148000,818200,966200,392200,649800,1042000,540100,1468100,2008200
"2020Q1",18600,130200,148900,70800,185900,256700,89400,316100,405600,121200,695100,816300,301600,470600,772200,422800,1165600,1588500,139800,825300,965100,372400,656500,1028900,512300,1481800,1994000
"2020Q2",18800,126500,145300,74600,182300,256800,93400,308700,402100,133800,693300,827100,295800,465300,761100,429600,1158600,1588200,152600,819800,972400,370400,647500,1017900,523000,1467300,1990300
"2020Q3",21200,125400,146700,80700,186000,266700,101900,311500,413400,125600,674700,800300,296700,455100,751800,422300,1129800,1552000,146800,800100,947000,377300,641100,1018500,524200,1441300,1965400
"2020Q4",20700,127000,147700,79100,188500,267700,99800,315500,415300,130600,696000,826600,305000,468200,773200,435600,1164200,1599800,151300,823000,974200,384100,656700,1040800,535400,1479700,2015100
"2021Q1",18500,125600,144100,73600,188200,261800,92100,313800,405900,121200,715600,836800,300300,460200,760600,421500,1175800,1597400,139700,841200,980800,374000,648400,1022400,513600,1489600,2003200
"2021Q2",20700,124300,145000,79400,188800,268200,100200,313100,413200,121400,729600,851000,302200,471600,773800,423600,1201200,1624800,142200,853900,996000,381600,660400,1042000,523800,1514300,2038000
"2021Q3",20300,125100,145400,80900,190500,271500,101200,315700,416900,123100,719700,842900,312600,471600,784200,435800,1191300,1627100,143400,844900,988300,393600,662100,1055700,537000,1507000,2044000
"2021Q4",19400,126100,145500,77500,193700,271200,96800,319800,416700,127800,732900,860700,319800,502600,822400,447600,1235500,1683100,147200,859000,1006200,397200,696300,1093600,544400,1555300,2099700
"2022Q1",17400,128100,145500,70200,196200,266300,87600,324300,411900,118400,751500,869900,305100,499900,805000,423500,1251400,1674900,135800,879600,1015500,375300,696000,1071300,511100,1575700,2086800
"2022Q2",19400,126600,145900,73700,194000,267700,93100,320600,413600,122200,739500,861700,295600,497100,792700,417800,1236500,1654400,141600,866000,1007600,369300,691100,1060400,510900,1557100,2068000
"2022Q3",19200,127300,146500,75300,197400,272700,94500,324600,419200,121400,736200,857600,297700,500600,798300,419100,1236800,1655900,140600,863500,1004100,373000,698000,1070900,513600,1561400,2075000
"2022Q4",19200,130200,149400,77100,203400,280500,96300,333600,429800,123300,760000,883300,296700,519100,815700,420000,1279100,1699000,142500,890200,1032700,373700,722500,1096200,516200,1612700,2128900
"2023Q1",18300,131800,150100,77000,206800,283900,95300,338600,433900,122500,772800,895300,282500,520700,803200,404900,1293500,1698400,140700,904600,1045300,359500,727500,1087000,500200,1632100,2132400
